GPPractice/Area,Year,Age,Sex,AreaType,PracticeCode,PatientCount_Asthma,PatientCount_Atrial Fibrillation,PatientCount_Cancer,PatientCount_Chronic Kidney Disease (CKD),PatientCount_Chronic Obstructive Pulmonary Disease (COPD),PatientCount_Coronary Heart Disease (CHD),PatientCount_Dementia,PatientCount_Depression,PatientCount_Diabetes,PatientCount_Eating Disorder,PatientCount_Epilepsy,PatientCount_Heart Failure,PatientCount_Hypertension,PatientCount_Mental Health,PatientCount_Osteoporosis,PatientCount_Palliative Care,PatientCount_Peripheral Arterial Disease (PAD),PatientCount_Rheumatoid Arthritis,PatientCount_Stroke and TIA,Rate_Asthma,Rate_Atrial Fibrillation,Rate_Cancer,Rate_Chronic Kidney Disease (CKD),Rate_Chronic Obstructive Pulmonary Disease (COPD),Rate_Coronary Heart Disease (CHD),Rate_Dementia,Rate_Depression,Rate_Diabetes,Rate_Eating Disorder,Rate_Epilepsy,Rate_Heart Failure,Rate_Hypertension,Rate_Mental Health,Rate_Osteoporosis,Rate_Palliative Care,Rate_Peripheral Arterial Disease (PAD),Rate_Rheumatoid Arthritis,Rate_Stroke and TIA
NHS Forth Valley,2024,55-59,All,Board,,2202,305,1068,375,769,967,22,5772,2345,127,396,168,5226,347,277,73,161,272,602,9.1,1.3,4.4,1.6,3.2,4,0.1,23.9,9.7,0.5,1.6,0.7,21.6,1.4,1.1,0.3,0.7,1.1,2.5
NHS Forth Valley,2024,60-64,All,Board,,2089,501,1389,571,1004,1525,49,4937,2621,80,387,277,6242,300,559,107,259,332,811,9.5,2.3,6.3,2.6,4.6,6.9,0.2,22.5,11.9,0.4,1.8,1.3,28.4,1.4,2.5,0.5,1.2,1.5,3.7
NHS Forth Valley,2024,65-69,All,Board,,1636,730,1580,858,1163,1786,107,4011,2641,55,290,297,6430,256,737,116,306,286,943,9.1,4.1,8.8,4.8,6.5,9.9,0.6,22.3,14.7,0.3,1.6,1.6,35.7,1.4,4.1,0.6,1.7,1.6,5.2
NHS Forth Valley,2024,70-74,All,Board,,1370,982,1885,1316,1254,1918,209,3171,2588,19,265,397,6843,197,920,143,403,264,1102,8.8,6.3,12.2,8.5,8.1,12.4,1.3,20.4,16.7,0.1,1.7,2.6,44.1,1.3,5.9,0.9,2.6,1.7,7.1
NHS Forth Valley,2024,75-79,All,Board,,1093,1370,2111,2057,1245,2222,462,2546,2534,15,248,540,7073,183,1109,223,388,275,1356,8,10,15.4,15,9.1,16.2,3.4,18.6,18.5,0.1,1.8,3.9,51.7,1.3,8.1,1.6,2.8,2,9.9
NHS Forth Valley,2024,80-84,All,Board,,666,1164,1417,1777,817,1629,585,1303,1528,5,98,464,4605,113,830,212,256,179,1123,8.2,14.3,17.4,21.8,10,20,7.2,16,18.7,0.1,1.2,5.7,56.5,1.4,10.2,2.6,3.1,2.2,13.8
NHS Forth Valley,2024,85plus,All,Board,,474,1390,1190,2219,555,1645,954,949,1200,5,76,602,4280,120,900,452,242,127,1212,6.7,19.6,16.8,31.3,7.8,23.2,13.4,13.4,16.9,0.1,1.1,8.5,60.3,1.7,12.7,6.4,3.4,1.8,17.1
NHS Forth Valley,2024,All,All,Board,,22284,6799,12351,9611,7595,12513,2401,46149,19958,1592,4259,2971,47774,3008,5555,1451,2123,2258,7924,7.1,2.2,3.9,3.1,2.4,4,0.8,14.7,6.4,0.5,1.4,0.9,15.2,1,1.8,0.5,0.7,0.7,2.5
NHS Forth Valley,2025,00-4,All,Board,,67,0,5,0,0,0,0,0,5,5,26,0,0,0,0,5,0,0,5,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
NHS Forth Valley,2025,05-9,All,Board,,649,0,5,0,5,0,0,0,35,18,87,5,0,0,0,0,0,5,10,4.7,0,0,0,0,0,0,0,0.3,0.1,0.6,0,0,0,0,0,0,0,0.1
NHS Forth Valley,2025,10-14,All,Board,,899,0,15,5,5,0,0,5,97,24,124,5,10,0,0,5,0,5,5,5.6,0,0.1,0,0,0,0,0,0.6,0.1,0.8,0,0.1,0,0,0,0,0,0
NHS Forth Valley,2025,15-19,All,Board,,777,0,25,5,5,0,0,164,138,90,147,5,18,10,5,5,0,10,15,4.7,0,0.2,0,0,0,0,1,0.8,0.5,0.9,0,0.1,0.1,0,0,0,0.1,0.1
NHS Forth Valley,2025,20-24,All,Board,,700,5,32,5,5,5,0,759,114,111,196,5,28,52,0,5,0,10,15,4.8,0,0.2,0,0,0,0,5.2,0.8,0.8,1.4,0,0.2,0.4,0,0,0,0.1,0.1
NHS Forth Valley,2025,25-29,All,Board,,988,5,52,15,5,5,0,1794,206,128,228,0,102,91,5,5,0,26,15,6.1,0,0.3,0.1,0,0,0,11.1,1.3,0.8,1.4,0,0.6,0.6,0,0,0,0.2,0.1
NHS Forth Valley,2025,30-34,All,Board,,1168,17,93,15,15,15,0,2840,291,145,265,5,267,141,5,5,5,29,36,6.3,0.1,0.5,0.1,0.1,0.1,0,15.3,1.6,0.8,1.4,0,1.4,0.8,0,0,0,0.2,0.2
NHS Forth Valley,2025,35-39,All,Board,,1262,24,145,29,34,23,0,3324,414,154,280,15,497,201,19,10,0,53,52,6.7,0.1,0.8,0.2,0.2,0.1,0,17.6,2.2,0.8,1.5,0.1,2.6,1.1,0.1,0.1,0,0.3,0.3
NHS Forth Valley,2025,40-44,All,Board,,1476,44,206,51,92,95,0,3787,656,160,304,32,951,247,31,15,10,77,105,7.8,0.2,1.1,0.3,0.5,0.5,0,19.9,3.5,0.8,1.6,0.2,5,1.3,0.2,0.1,0.1,0.4,0.6
NHS Forth Valley,2025,45-49,All,Board,,1560,74,357,100,195,166,5,3920,911,167,314,54,1739,309,33,22,16,116,154,8.6,0.4,2,0.5,1.1,0.9,0,21.5,5,0.9,1.7,0.3,9.6,1.7,0.2,0.1,0.1,0.6,0.8
NHS Forth Valley,2025,50-54,All,Board,,1949,161,600,195,401,438,10,4878,1451,155,358,102,3259,312,93,41,62,168,306,9.5,0.8,2.9,1,2,2.1,0,23.9,7.1,0.8,1.8,0.5,16,1.5,0.5,0.2,0.3,0.8,1.5
NHS Forth Valley,2025,55-59,All,Board,,2085,304,977,363,701,855,20,5367,2244,132,382,146,4927,319,254,66,134,233,567,9.5,1.4,4.4,1.6,3.2,3.9,0.1,24.4,10.2,0.6,1.7,0.7,22.4,1.4,1.2,0.3,0.6,1.1,2.6
NHS Forth Valley,2025,60-64,All,Board,,1975,531,1310,591,999,1476,38,4896,2620,87,373,286,6249,293,504,99,250,335,799,9.4,2.5,6.2,2.8,4.8,7,0.2,23.3,12.5,0.4,1.8,1.4,29.8,1.4,2.4,0.5,1.2,1.6,3.8
NHS Forth Valley,2025,65-69,All,Board,,1605,685,1468,827,1114,1699,89,3821,2636,53,276,275,6348,245,711,104,290,261,896,9.4,4,8.6,4.8,6.5,9.9,0.5,22.3,15.4,0.3,1.6,1.6,37.1,1.4,4.2,0.6,1.7,1.5,5.2
NHS Forth Valley,2025,70-74,All,Board,,1306,884,1743,1248,1172,1791,187,3023,2399,25,240,358,6224,178,846,166,351,240,980,9.2,6.2,12.3,8.8,8.3,12.6,1.3,21.3,16.9,0.2,1.7,2.5,43.9,1.3,6,1.2,2.5,1.7,6.9
NHS Forth Valley,2025,75-79,All,Board,,1039,1299,1985,1934,1192,2072,428,2405,2445,11,223,480,6739,167,1052,193,350,242,1281,8,10,15.3,14.9,9.2,16,3.3,18.6,18.9,0.1,1.7,3.7,52,1.3,8.1,1.5,2.7,1.9,9.9
NHS Forth Valley,2025,80-84,All,Board,,653,1146,1382,1728,759,1506,540,1292,1492,5,107,452,4463,113,826,225,219,176,1016,8.3,14.6,17.6,22,9.7,19.2,6.9,16.5,19,0.1,1.4,5.8,56.8,1.4,10.5,2.9,2.8,2.2,12.9
NHS Forth Valley,2025,85plus,All,Board,,476,1277,1100,2032,553,1498,871,924,1138,0,78,565,3975,103,841,468,226,125,1147,7.2,19.3,16.6,30.7,8.4,22.6,13.2,14,17.2,0,1.2,8.5,60.1,1.6,12.7,7.1,3.4,1.9,17.3
NHS Forth Valley,2025,All,All,Board,,20634,6459,11502,9144,7253,11641,2186,43201,19292,1471,4008,2793,45801,2781,5228,1431,1919,2109,7404,7.2,2.3,4,3.2,2.5,4.1,0.8,15.1,6.8,0.5,1.4,1,16.1,1,1.8,0.5,0.7,0.7,2.6
NHS Grampian,2022,00-4,All,Board,,158,0,10,0,10,0,0,0,10,10,58,5,0,0,0,0,0,0,16,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1
NHS Grampian,2022,05-9,All,Board,,888,0,29,0,5,0,0,5,70,29,156,5,10,0,0,5,0,5,20,2.9,0,0.1,0,0,0,0,0,0.2,0.1,0.5,0,0,0,0,0,0,0,0.1
NHS Grampian,2022,10-14,All,Board,,1360,0,34,10,5,0,0,75,169,58,252,0,10,0,0,0,0,10,21,4.2,0,0.1,0,0,0,0,0.2,0.5,0.2,0.8,0,0,0,0,0,0,0,0.1
NHS Grampian,2022,15-19,All,Board,,1260,0,38,5,5,0,0,837,184,242,289,0,35,38,5,5,0,10,21,4.4,0,0.1,0,0,0,0,2.9,0.6,0.8,1,0,0.1,0.1,0,0,0,0,0.1
NHS Grampian,2022,20-24,All,Board,,1588,5,78,10,10,0,0,3464,255,344,404,10,73,160,5,5,5,27,30,4.8,0,0.2,0,0,0,0,10.5,0.8,1,1.2,0,0.2,0.5,0,0,0,0.1,0.1
NHS Grampian,2022,25-29,All,Board,,1970,18,118,20,15,5,0,4811,309,379,484,10,157,235,17,5,0,48,41,5.3,0,0.3,0.1,0,0,0,12.8,0.8,1,1.3,0,0.4,0.6,0,0,0,0.1,0.1
NHS Grampian,2022,30-34,All,Board,,2296,35,202,43,23,15,0,6065,486,384,566,22,384,325,26,21,5,82,94,5.6,0.1,0.5,0.1,0.1,0,0,14.9,1.2,0.9,1.4,0.1,0.9,0.8,0.1,0.1,0,0.2,0.2
NHS Grampian,2022,35-39,All,Board,,2593,42,350,92,39,34,0,6990,693,420,597,24,879,378,28,21,10,128,113,6.3,0.1,0.9,0.2,0.1,0.1,0,17.1,1.7,1,1.5,0.1,2.1,0.9,0.1,0.1,0,0.3,0.3
NHS Grampian,2022,40-44,All,Board,,2693,75,505,95,116,138,0,7765,1003,436,668,56,1593,495,58,28,26,163,168,6.9,0.2,1.3,0.2,0.3,0.4,0,19.8,2.6,1.1,1.7,0.1,4.1,1.3,0.1,0.1,0.1,0.4,0.4
NHS Grampian,2022,45-49,All,Board,,2851,127,722,157,245,303,0,8279,1495,410,665,80,2780,542,74,51,50,203,308,7.7,0.3,1.9,0.4,0.7,0.8,0,22.2,4,1.1,1.8,0.2,7.5,1.5,0.2,0.1,0.1,0.5,0.8
NHS Grampian,2022,50-54,All,Board,,3275,300,1277,299,580,810,10,9584,2342,388,769,174,5218,567,250,67,128,376,565,8,0.7,3.1,0.7,1.4,2,0,23.4,5.7,0.9,1.9,0.4,12.7,1.4,0.6,0.2,0.3,0.9,1.4
NHS Grampian,2022,55-59,All,Board,,3315,483,1864,530,962,1515,37,9343,3213,320,780,283,7400,644,684,117,252,448,891,8.1,1.2,4.5,1.3,2.3,3.7,0.1,22.7,7.8,0.8,1.9,0.7,18,1.6,1.7,0.3,0.6,1.1,2.2
NHS Grampian,2022,60-64,All,Board,,3086,737,2402,859,1304,2316,74,8222,3583,222,676,420,9395,560,1284,135,398,491,1205,8.3,2,6.4,2.3,3.5,6.2,0.2,22,9.6,0.6,1.8,1.1,25.2,1.5,3.4,0.4,1.1,1.3,3.2
NHS Grampian,2022,65-69,All,Board,,2640,1139,3063,1378,1744,2811,141,6911,4023,130,599,600,10818,454,1712,186,571,560,1572,8.2,3.5,9.5,4.3,5.4,8.7,0.4,21.4,12.4,0.4,1.9,1.9,33.4,1.4,5.3,0.6,1.8,1.7,4.9
NHS Grampian,2022,70-74,All,Board,,2383,1810,3649,2446,1980,3546,386,5878,4394,73,546,823,12228,391,2293,269,787,552,2090,8.2,6.2,12.5,8.4,6.8,12.1,1.3,20.1,15.1,0.3,1.9,2.8,41.9,1.3,7.9,0.9,2.7,1.9,7.2
NHS Grampian,2022,75-79,All,Board,,1797,2082,3440,3102,1764,3529,704,4163,3550,28,386,937,10820,312,2533,266,753,492,2114,8.3,9.6,15.8,14.3,8.1,16.3,3.2,19.2,16.4,0.1,1.8,4.3,49.8,1.4,11.7,1.2,3.5,2.3,9.7
NHS Grampian,2022,80-84,All,Board,,1131,1933,2542,3042,1203,2881,1016,2445,2559,15,222,835,8026,268,2073,276,678,357,1927,8,13.7,18,21.6,8.5,20.4,7.2,17.3,18.1,0.1,1.6,5.9,56.9,1.9,14.7,2,4.8,2.5,13.7
NHS Grampian,2022,85plus,All,Board,,901,2470,2273,4150,893,3153,1792,1882,2060,5,210,1202,8019,318,2420,503,578,239,2255,7,19.3,17.8,32.4,7,24.6,14,14.7,16.1,0,1.6,9.4,62.6,2.5,18.9,3.9,4.5,1.9,17.6
NHS Grampian,2022,All,All,Board,,36185,11253,22597,16239,10900,21062,4163,86722,30401,3889,8327,5490,77849,5687,13460,1964,4245,4199,13448,6.3,2,3.9,2.8,1.9,3.7,0.7,15.1,5.3,0.7,1.4,1,13.5,1,2.3,0.3,0.7,0.7,2.3
NHS Grampian,2023,00-4,All,Board,,184,0,10,5,10,0,0,0,15,16,68,5,5,0,0,0,0,0,16,0.7,0,0,0,0,0,0,0,0.1,0.1,0.3,0,0,0,0,0,0,0,0.1
NHS Grampian,2023,05-9,All,Board,,911,0,33,0,5,0,0,5,70,28,161,5,10,0,0,5,0,5,20,2.9,0,0.1,0,0,0,0,0,0.2,0.1,0.5,0,0,0,0,0,0,0,0.1
NHS Grampian,2023,10-14,All,Board,,1395,0,34,5,5,0,0,77,162,57,268,0,17,0,0,5,0,10,26,4.2,0,0.1,0,0,0,0,0.2,0.5,0.2,0.8,0,0.1,0,0,0,0,0,0.1
NHS Grampian,2023,15-19,All,Board,,1339,0,47,5,10,0,0,752,212,235,293,5,40,44,5,5,0,20,23,4.4,0,0.2,0,0,0,0,2.5,0.7,0.8,1,0,0.1,0.1,0,0,0,0.1,0.1
NHS Grampian,2023,20-24,All,Board,,1536,10,69,10,10,5,0,3289,256,349,392,15,64,172,10,0,5,30,33,4.7,0,0.2,0,0,0,0,10.1,0.8,1.1,1.2,0,0.2,0.5,0,0,0,0.1,0.1
NHS Grampian,2023,25-29,All,Board,,1921,10,123,23,15,5,0,4849,339,375,497,17,180,237,15,10,5,44,41,5.1,0,0.3,0.1,0,0,0,12.9,0.9,1,1.3,0,0.5,0.6,0,0,0,0.1,0.1
NHS Grampian,2023,30-34,All,Board,,2406,41,211,36,27,16,0,6151,499,402,573,15,432,345,28,23,5,94,93,5.8,0.1,0.5,0.1,0.1,0,0,14.8,1.2,1,1.4,0,1,0.8,0.1,0.1,0,0.2,0.2
NHS Grampian,2023,35-39,All,Board,,2585,43,339,98,38,46,0,7152,742,423,620,30,943,430,28,24,15,133,119,6.1,0.1,0.8,0.2,0.1,0.1,0,16.9,1.8,1,1.5,0.1,2.2,1,0.1,0.1,0,0.3,0.3
NHS Grampian,2023,40-44,All,Board,,2793,80,549,116,105,134,0,7972,1073,449,676,49,1755,485,48,21,22,169,166,6.8,0.2,1.3,0.3,0.3,0.3,0,19.5,2.6,1.1,1.7,0.1,4.3,1.2,0.1,0.1,0.1,0.4,0.4
NHS Grampian,2023,45-49,All,Board,,2909,138,689,172,245,285,0,7934,1540,400,640,86,2860,548,85,43,42,211,294,7.8,0.4,1.9,0.5,0.7,0.8,0,21.4,4.2,1.1,1.7,0.2,7.7,1.5,0.2,0.1,0.1,0.6,0.8
NHS Grampian,2023,50-54,All,Board,,3429,285,1302,329,558,788,15,9667,2413,416,763,174,5313,558,217,82,118,349,589,8.4,0.7,3.2,0.8,1.4,1.9,0,23.6,5.9,1,1.9,0.4,13,1.4,0.5,0.2,0.3,0.9,1.4
NHS Grampian,2023,55-59,All,Board,,3352,474,1919,604,959,1485,36,9499,3362,341,776,297,7536,642,625,135,240,453,883,8.1,1.2,4.7,1.5,2.3,3.6,0.1,23.1,8.2,0.8,1.9,0.7,18.3,1.6,1.5,0.3,0.6,1.1,2.1
NHS Grampian,2023,60-64,All,Board,,3299,801,2460,937,1336,2350,83,8429,3812,233,692,432,9603,588,1249,134,416,500,1234,8.6,2.1,6.4,2.4,3.5,6.1,0.2,22,9.9,0.6,1.8,1.1,25,1.5,3.3,0.3,1.1,1.3,3.2
NHS Grampian,2023,65-69,All,Board,,2867,1214,3213,1513,1758,2881,133,7217,4192,146,609,599,11123,471,1702,196,563,604,1693,8.5,3.6,9.6,4.5,5.2,8.6,0.4,21.5,12.5,0.4,1.8,1.8,33.1,1.4,5.1,0.6,1.7,1.8,5
NHS Grampian,2023,70-74,All,Board,,2382,1783,3651,2422,1923,3363,356,5864,4337,77,528,820,11857,387,2166,247,746,558,2075,8.3,6.2,12.8,8.5,6.7,11.8,1.2,20.5,15.2,0.3,1.8,2.9,41.5,1.4,7.6,0.9,2.6,2,7.3
NHS Grampian,2023,75-79,All,Board,,1931,2250,3672,3272,1836,3655,714,4540,3898,37,403,975,11553,328,2566,303,785,510,2268,8.3,9.6,15.7,14,7.9,15.7,3.1,19.5,16.7,0.2,1.7,4.2,49.5,1.4,11,1.3,3.4,2.2,9.7
NHS Grampian,2023,80-84,All,Board,,1223,1956,2660,3225,1231,2871,1040,2558,2605,14,236,874,8223,258,2107,269,639,342,1938,8.4,13.5,18.3,22.2,8.5,19.8,7.2,17.6,18,0.1,1.6,6,56.7,1.8,14.5,1.9,4.4,2.4,13.4
NHS Grampian,2023,85plus,All,Board,,914,2536,2348,4184,922,3132,1778,1916,2098,5,211,1204,8092,309,2366,476,580,264,2312,7,19.4,18,32,7.1,24,13.6,14.7,16,0,1.6,9.2,61.9,2.4,18.1,3.6,4.4,2,17.7
NHS Grampian,2023,All,All,Board,,37376,11623,23329,16955,10987,21023,4155,87871,31625,4003,8406,5599,79607,5803,13213,1974,4181,4297,13814,6.4,2,4,2.9,1.9,3.6,0.7,15,5.4,0.7,1.4,1,13.6,1,2.3,0.3,0.7,0.7,2.4
NHS Grampian,2024,00-4,All,Board,,179,0,15,0,10,0,0,0,15,15,61,5,5,0,0,0,0,0,15,0.7,0,0.1,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0.1
NHS Grampian,2024,05-9,All,Board,,1045,0,23,5,10,0,0,5,72,35,181,5,5,0,0,5,0,5,15,3.2,0,0.1,0,0,0,0,0,0.2,0.1,0.6,0,0,0,0,0,0,0,0
NHS Grampian,2024,10-14,All,Board,,1484,0,41,10,5,0,0,70,157,67,270,5,15,0,0,5,0,15,26,4.4,0,0.1,0,0,0,0,0.2,0.5,0.2,0.8,0,0,0,0,0,0,0,0.1
NHS Grampian,2024,15-19,All,Board,,1350,5,44,10,10,0,0,694,244,239,319,0,44,38,5,5,0,15,18,4.2,0,0.1,0,0,0,0,2.1,0.8,0.7,1,0,0.1,0.1,0,0,0,0,0.1
NHS Grampian,2024,20-24,All,Board,,1531,10,78,10,10,10,0,3132,268,332,385,20,77,172,5,5,5,32,34,4.6,0,0.2,0,0,0,0,9.4,0.8,1,1.2,0.1,0.2,0.5,0,0,0,0.1,0.1
NHS Grampian,2024,25-29,All,Board,,1934,14,118,24,15,5,0,4949,384,399,502,15,191,273,16,5,5,39,53,5,0,0.3,0.1,0,0,0,12.7,1,1,1.3,0,0.5,0.7,0,0,0,0.1,0.1
NHS Grampian,2024,30-34,All,Board,,2468,42,217,44,30,20,0,6396,503,423,615,23,490,381,27,20,5,89,88,5.7,0.1,0.5,0.1,0.1,0,0,14.8,1.2,1,1.4,0.1,1.1,0.9,0.1,0,0,0.2,0.2
NHS Grampian,2024,35-39,All,Board,,2643,52,375,95,33,45,0,7422,823,424,637,32,1030,438,34,25,10,140,141,5.9,0.1,0.8,0.2,0.1,0.1,0,16.7,1.9,1,1.4,0.1,2.3,1,0.1,0.1,0,0.3,0.3
NHS Grampian,2024,40-44,All,Board,,2970,84,542,128,126,134,0,8310,1224,465,718,58,1942,511,40,28,27,181,187,6.9,0.2,1.3,0.3,0.3,0.3,0,19.3,2.8,1.1,1.7,0.1,4.5,1.2,0.1,0.1,0.1,0.4,0.4
NHS Grampian,2024,45-49,All,Board,,2949,123,724,199,243,305,5,8051,1600,412,630,101,3037,576,77,37,37,222,317,7.7,0.3,1.9,0.5,0.6,0.8,0,21,4.2,1.1,1.6,0.3,7.9,1.5,0.2,0.1,0.1,0.6,0.8
NHS Grampian,2024,50-54,All,Board,,3411,312,1362,394,541,768,15,9864,2567,447,759,187,5604,576,215,86,141,317,585,8.2,0.8,3.3,1,1.3,1.9,0,23.8,6.2,1.1,1.8,0.5,13.5,1.4,0.5,0.2,0.3,0.8,1.4
NHS Grampian,2024,55-59,All,Board,,3501,513,2001,655,1053,1532,36,9808,3472,362,794,338,7887,660,579,138,224,482,916,8.3,1.2,4.7,1.6,2.5,3.6,0.1,23.3,8.2,0.9,1.9,0.8,18.7,1.6,1.4,0.3,0.5,1.1,2.2
NHS Grampian,2024,60-64,All,Board,,3524,871,2617,1139,1413,2439,85,9075,4164,269,744,460,10065,621,1278,140,447,509,1287,8.8,2.2,6.5,2.8,3.5,6.1,0.2,22.5,10.3,0.7,1.8,1.1,25,1.5,3.2,0.3,1.1,1.3,3.2
NHS Grampian,2024,65-69,All,Board,,3048,1269,3389,1676,1822,2978,160,7598,4402,165,652,650,11704,499,1735,208,551,622,1725,8.7,3.6,9.6,4.8,5.2,8.5,0.5,21.6,12.5,0.5,1.9,1.8,33.3,1.4,4.9,0.6,1.6,1.8,4.9
NHS Grampian,2024,70-74,All,Board,,2503,1894,3804,2596,1954,3420,414,6082,4492,84,531,872,12149,410,2191,245,730,566,2142,8.6,6.5,13,8.9,6.7,11.7,1.4,20.8,15.3,0.3,1.8,3,41.5,1.4,7.5,0.8,2.5,1.9,7.3
NHS Grampian,2024,75-79,All,Board,,2084,2426,3974,3654,1960,3807,807,4946,4260,45,445,1075,12465,366,2675,292,808,528,2477,8.3,9.7,15.9,14.6,7.8,15.2,3.2,19.7,17,0.2,1.8,4.3,49.7,1.5,10.7,1.2,3.2,2.1,9.9
NHS Grampian,2024,80-84,All,Board,,1261,2113,2857,3451,1302,2932,1042,2692,2740,20,253,947,8527,240,2146,293,624,366,1998,8.3,14,18.9,22.8,8.6,19.4,6.9,17.8,18.1,0.1,1.7,6.3,56.4,1.6,14.2,1.9,4.1,2.4,13.2
NHS Grampian,2024,85plus,All,Board,,987,2670,2504,4477,942,3204,1851,2054,2242,5,218,1314,8477,320,2493,485,591,286,2492,7.2,19.4,18.2,32.6,6.9,23.3,13.5,14.9,16.3,0,1.6,9.6,61.6,2.3,18.1,3.5,4.3,2.1,18.1
NHS Grampian,2024,All,All,Board,,38872,12397,24684,18562,11481,21604,4415,91148,33629,4208,8714,6103,83718,6082,13515,2018,4208,4414,14516,6.4,2,4.1,3.1,1.9,3.6,0.7,15,5.5,0.7,1.4,1,13.8,1,2.2,0.3,0.7,0.7,2.4
NHS Grampian,2025,00-4,All,Board,,150,0,10,0,10,0,0,0,10,10,46,5,5,0,0,0,0,0,15,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1
NHS Grampian,2025,05-9,All,Board,,1136,0,26,0,15,0,0,5,71,39,180,5,5,0,0,0,0,5,18,3.5,0,0.1,0,0,0,0,0,0.2,0.1,0.6,0,0,0,0,0,0,0,0.1
NHS Grampian,2025,10-14,All,Board,,1577,0,42,5,10,0,0,62,157,76,288,5,25,5,0,5,0,10,21,4.6,0,0.1,0,0,0,0,0.2,0.5,0.2,0.8,0,0.1,0,0,0,0,0,0.1
NHS Grampian,2025,15-19,All,Board,,1373,0,49,10,5,0,0,629,256,238,339,0,45,30,5,0,0,15,24,4,0,0.1,0,0,0,0,1.8,0.8,0.7,1,0,0.1,0.1,0,0,0,0,0.1
NHS Grampian,2025,20-24,All,Board,,1432,5,70,10,15,5,0,2727,271,350,361,10,79,160,10,5,5,26,35,4.3,0,0.2,0,0,0,0,8.1,0.8,1,1.1,0,0.2,0.5,0,0,0,0.1,0.1
NHS Grampian,2025,25-29,All,Board,,1947,12,122,22,20,10,0,4950,404,401,514,21,204,312,15,10,5,51,49,4.9,0,0.3,0.1,0.1,0,0,12.5,1,1,1.3,0.1,0.5,0.8,0,0,0,0.1,0.1
NHS Grampian,2025,30-34,All,Board,,2490,40,209,54,31,23,0,6446,526,428,608,22,539,410,24,21,5,89,86,5.7,0.1,0.5,0.1,0.1,0.1,0,14.7,1.2,1,1.4,0.1,1.2,0.9,0.1,0,0,0.2,0.2
NHS Grampian,2025,35-39,All,Board,,2668,60,373,90,44,41,0,7404,879,424,656,41,1091,460,42,30,10,142,148,5.8,0.1,0.8,0.2,0.1,0.1,0,16.2,1.9,0.9,1.4,0.1,2.4,1,0.1,0.1,0,0.3,0.3
NHS Grampian,2025,40-44,All,Board,,2971,89,572,133,103,132,0,8244,1281,470,688,59,2021,515,41,27,24,187,189,6.7,0.2,1.3,0.3,0.2,0.3,0,18.6,2.9,1.1,1.5,0.1,4.5,1.2,0.1,0.1,0.1,0.4,0.4
NHS Grampian,2025,45-49,All,Board,,2952,137,741,229,273,316,5,8270,1749,423,674,105,3240,570,74,39,45,227,326,7.4,0.3,1.9,0.6,0.7,0.8,0,20.7,4.4,1.1,1.7,0.3,8.1,1.4,0.2,0.1,0.1,0.6,0.8
NHS Grampian,2025,50-54,All,Board,,3450,305,1338,426,515,754,10,9725,2571,450,737,198,5714,621,193,83,120,304,592,8.3,0.7,3.2,1,1.2,1.8,0,23.5,6.2,1.1,1.8,0.5,13.8,1.5,0.5,0.2,0.3,0.7,1.4
NHS Grampian,2025,55-59,All,Board,,3604,564,2011,718,1063,1495,40,9915,3561,377,816,329,8195,659,573,124,237,511,941,8.5,1.3,4.7,1.7,2.5,3.5,0.1,23.3,8.4,0.9,1.9,0.8,19.3,1.6,1.3,0.3,0.6,1.2,2.2
NHS Grampian,2025,60-64,All,Board,,3661,935,2711,1251,1491,2452,89,9495,4518,312,785,469,10522,672,1233,173,443,538,1364,8.8,2.2,6.5,3,3.6,5.9,0.2,22.7,10.8,0.7,1.9,1.1,25.2,1.6,3,0.4,1.1,1.3,3.3
NHS Grampian,2025,65-69,All,Board,,3231,1303,3548,1804,1848,3074,184,7837,4649,188,647,674,12189,510,1793,222,562,607,1776,8.9,3.6,9.7,5,5.1,8.4,0.5,21.5,12.8,0.5,1.8,1.9,33.5,1.4,4.9,0.6,1.5,1.7,4.9
NHS Grampian,2025,70-74,All,Board,,2597,1906,3950,2691,2000,3433,384,6319,4603,92,541,889,12413,438,2191,280,723,592,2181,8.6,6.3,13.1,8.9,6.6,11.4,1.3,21,15.3,0.3,1.8,2.9,41.2,1.5,7.3,0.9,2.4,2,7.2
NHS Grampian,2025,75-79,All,Board,,2209,2636,4177,3912,2031,3942,864,5195,4623,58,491,1150,13084,372,2732,296,815,563,2624,8.3,9.9,15.7,14.7,7.7,14.9,3.3,19.6,17.4,0.2,1.9,4.3,49.3,1.4,10.3,1.1,3.1,2.1,9.9
NHS Grampian,2025,80-84,All,Board,,1345,2246,2991,3624,1336,2949,1117,2865,2861,17,264,991,8843,266,2255,267,613,379,2076,8.5,14.2,18.9,22.8,8.4,18.6,7,18.1,18,0.1,1.7,6.2,55.7,1.7,14.2,1.7,3.9,2.4,13.1
